peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
有色金属-稀有金属-其他稀有小金属,001257,盛龙股份,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for domestic molybdenum resource ownership but with short listed-company history,盛龙股份拥有南泥湖钼矿等矿业权，是国内钼精矿供应商；但上市历史较短、独立长期披露较少，先边界观察。,Watch. 盛龙股份: 盛龙股份拥有南泥湖钼矿等矿业权，是国内钼精矿供应商；但上市历史较短、独立长期披露较少，先边界观察。 triage 81.74; moat 82.00; technology 94.00; market 85.20; quality 71.10; governance 70.80.,Boundary retain newly listed resource owners when mine rights are meaningful but public reporting history is short.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ001257;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001257.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001257.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=001257;www.lyslgf.cn,2026-05-15T11:19:06+00:00
有色金属-稀有金属-其他稀有小金属,600459,贵研铂业,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as China’s leading precious-metal new-material and recycling platform,贵研铂业是贵金属新材料研发制造和资源循环利用平台，贵金属催化、材料、回收和客户认证形成技术壁垒，不是单纯贵金属价格暴露。,Watch. 贵研铂业: 贵研铂业是贵金属新材料研发制造和资源循环利用平台，贵金属催化、材料、回收和客户认证形成技术壁垒，不是单纯贵金属价格暴露。 triage 81.05; moat 86.50; technology 93.50; market 96.60; quality 50.40; governance 66.60.,"Retain precious-metal material platforms when R&D, recycling, and customer validation create capability beyond commodity beta.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600459;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600459.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600459.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600459;www.sino-platinum.com.cn,2026-05-15T11:19:06+00:00
有色金属-稀有金属-其他稀有小金属,002978,安宁股份,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for Panxi vanadium-titanium magnetite beneficiation and cost/resource position,安宁股份深耕攀西钒钛铁矿采选和综合利用，资源品位、选矿技术和绿色矿山能力有壁垒；但与钒钛股份存在部分重叠，边界保留。,Watch. 安宁股份: 安宁股份深耕攀西钒钛铁矿采选和综合利用，资源品位、选矿技术和绿色矿山能力有壁垒；但与钒钛股份存在部分重叠，边界保留。 triage 80.64; moat 81.00; technology 97.00; market 81.80; quality 69.20; governance 67.80.,Boundary retain vanadium-titanium resource companies when beneficiation capability and resource quality are visible but thesis overlaps a stronger platform.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002978;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002978.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002978.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=002978;www.scantt.com,2026-05-15T11:19:06+00:00
有色金属-稀有金属-其他稀有小金属,002716,湖南白银,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,"boundary case retained for A-share silver-focused smelting, recycling, and processing scarcity",湖南白银是A股少见以白银为主业的平台，具备白银清洁冶炼、综合回收和加工技术；但重组后资源质量和长期成本优势需深度验证。,Watch. 湖南白银: 湖南白银是A股少见以白银为主业的平台，具备白银清洁冶炼、综合回收和加工技术；但重组后资源质量和长期成本优势需深度验证。 triage 80.47; moat 88.00; technology 86.50; market 91.20; quality 56.80; governance 68.40.,Boundary retain silver platforms when smelting/recycling technology and listed scarcity are visible but resource advantage is unproven.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002716;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002716.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002716.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=002716;www.jingui-silver.com,2026-05-15T11:19:06+00:00
有色金属-稀有金属-其他稀有小金属,000962,东方钽业,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a tantalum-niobium rare-metal materials platform,东方钽业长期做钽、铌及合金材料，产品用于电子、通信、航空航天等高可靠领域，工艺、资质和客户验证是核心壁垒。,Watch. 东方钽业: 东方钽业长期做钽、铌及合金材料，产品用于电子、通信、航空航天等高可靠领域，工艺、资质和客户验证是核心壁垒。 triage 79.48; moat 83.50; technology 95.50; market 77.40; quality 62.60; governance 70.20.,Retain tantalum-niobium material platforms when high-reliability applications and process know-how create barriers.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000962;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000962.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000962.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=000962;www.otic.com.cn,2026-05-15T11:19:06+00:00
有色金属-稀有金属-其他稀有小金属,000629,钒钛股份,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a vanadium-titanium strategic-resource platform in Panzhihua,钒钛股份依托攀西钒钛磁铁矿综合利用，形成钒制品和钛资源开发能力，钒钛战略资源和工艺积累不能简单由资金复制。,Watch. 钒钛股份: 钒钛股份依托攀西钒钛磁铁矿综合利用，形成钒制品和钛资源开发能力，钒钛战略资源和工艺积累不能简单由资金复制。 triage 78.14; moat 84.00; technology 94.00; market 81.20; quality 46.90; governance 71.70.,Retain vanadium-titanium platforms when resource base and multi-metal recovery know-how are scarce.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000629;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000629.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000629.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=000629;www.pgvt.cn,2026-05-15T11:19:06+00:00
有色金属-稀有金属-其他稀有小金属,688750,金天钛业,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for high-end titanium-alloy products used in aerospace and defense equipment,金天钛业聚焦高端钛及钛合金棒材、锻坯和零部件，应用于航空、航天、舰船等高端装备；但上市较新、规模小于宝钛。,Watch. 金天钛业: 金天钛业聚焦高端钛及钛合金棒材、锻坯和零部件，应用于航空、航天、舰船等高端装备；但上市较新、规模小于宝钛。 triage 76.96; moat 78.00; technology 98.00; market 68.00; quality 60.30; governance 69.60.,Boundary retain high-end titanium specialists when aerospace qualification is visible but scale is smaller than the leader.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688750;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688750.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688750.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688750;www.xtjtty.com,2026-05-15T11:19:06+00:00
有色金属-稀有金属-其他稀有小金属,605376,博迁新材,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for high-end nano metal powder process technology,博迁新材专注纳米金属粉体，采用PVD等工艺，面向消费电子、汽车电子、通信和工业自动化，材料制备技术有壁垒但市场规模需验证。,Watch. 博迁新材: 博迁新材专注纳米金属粉体，采用PVD等工艺，面向消费电子、汽车电子、通信和工业自动化，材料制备技术有壁垒但市场规模需验证。 triage 57.11; moat 52.00; technology 66.50; market 54.50; quality 60.40; governance 71.10.,Boundary retain nano-metal material specialists when process technology is hard to replicate but end-market concentration remains a risk.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH605376;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22605376.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22605376.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=605376;www.boqianpvm.com,2026-05-15T11:19:06+00:00
有色金属-稀有金属-其他稀有小金属,600456,宝钛股份,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as China’s broad titanium and titanium-alloy material leader,宝钛股份是中国钛工业代表企业，覆盖海绵钛、熔铸、锻造、板管棒丝等体系，航空航天和高端装备认证壁垒高。,Watch. 宝钛股份: 宝钛股份是中国钛工业代表企业，覆盖海绵钛、熔铸、锻造、板管棒丝等体系，航空航天和高端装备认证壁垒高。 triage 56.01; moat 56.00; technology 58.50; market 68.70; quality 49.90; governance 67.50.,Retain titanium leaders when full-process capability and aerospace/high-end equipment qualification are visible.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600456;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600456.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600456.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600456;www.baoti.com,2026-05-15T11:19:06+00:00
有色金属-稀有金属-其他稀有小金属,601958,金钼股份,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as a global molybdenum professional supplier,金钼股份是全球钼行业重要供应商和A股首家钼产业上市公司，资源、冶炼加工和行业影响力明确，基线低分不应否定资源稀缺性。,Watch. 金钼股份: 金钼股份是全球钼行业重要供应商和A股首家钼产业上市公司，资源、冶炼加工和行业影响力明确，基线低分不应否定资源稀缺性。 triage 55.05; moat 50.50; technology 51.50; market 70.70; quality 58.50; governance 71.00.,"Retain molybdenum platforms when resource base, processing capability, and industry influence are clear.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH601958;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601958.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601958.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601958;www.jdcmoly.com,2026-05-15T11:19:06+00:00
