peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
信息技术-计算机硬件-PC、服务器及硬件,002236,大华股份,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a global video-IoT and security platform,大华股份同样具备全球安防视频、AIoT硬件、渠道和工程交付能力，虽然受地缘和周期影响，但业务能力强。,Watch. 大华股份: 大华股份同样具备全球安防视频、AIoT硬件、渠道和工程交付能力，虽然受地缘和周期影响，但业务能力强。 triage 74.97; moat 70.33; technology 80.33; market 80.83; quality 68.83; governance 71.00.,Retain leading video-IoT platforms when global channel and product breadth are visible.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002236;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002236.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002236.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:46:40+00:00
信息技术-计算机硬件-PC、服务器及硬件,000977,浪潮信息,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a domestic AI-server and data-center hardware leader,浪潮信息是国内服务器和AI服务器核心公司，供应链组织、客户导入、规模交付和数据中心产品能力构成壁垒。,Watch. 浪潮信息: 浪潮信息是国内服务器和AI服务器核心公司，供应链组织、客户导入、规模交付和数据中心产品能力构成壁垒。 triage 72.37; moat 72.00; technology 72.83; market 84.50; quality 58.33; governance 67.00.,"Retain server leaders when AI/data-center scale, supply-chain capability, and customer adoption are strong.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000977;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000977.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000977.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:46:40+00:00
信息技术-计算机硬件-PC、服务器及硬件,000066,中国长城,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for domestic computing and trusted-hardware ecosystem exposure,中国长城有国产整机、信创和PKS生态背景，但经营质量和产品竞争力弱于浪潮、龙芯等更清晰平台。,Watch. 中国长城: 中国长城有国产整机、信创和PKS生态背景，但经营质量和产品竞争力弱于浪潮、龙芯等更清晰平台。 triage 69.73; moat 71.67; technology 75.17; market 69.17; quality 58.83; governance 67.50.,Boundary retain domestic computing ecosystem platforms when strategic position is clear but operating quality is weaker.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000066;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000066.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000066.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:46:40+00:00
信息技术-计算机硬件-PC、服务器及硬件,002415,海康威视,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a global video-security and machine-vision platform,海康威视是全球视频安防和机器视觉龙头，算法、渠道、项目经验、产品矩阵和客户粘性远高于普通硬件厂。,Watch. 海康威视: 海康威视是全球视频安防和机器视觉龙头，算法、渠道、项目经验、产品矩阵和客户粘性远高于普通硬件厂。 triage 68.14; moat 60.17; technology 66.50; market 76.17; quality 72.17; governance 69.50.,"Retain global security/vision platforms with channel, algorithm, product, and installed-base moats.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002415;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002415.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002415.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:46:40+00:00
信息技术-计算机硬件-PC、服务器及硬件,920190,雷神科技,direct_watch,reject_for_now,,analyst_company_by_company_review,rejected because gaming PC brand is not a durable hardware moat,雷神科技偏游戏PC和消费硬件品牌，供应链和品牌可替代性较高，无法与服务器、CPU或安防平台相比。,Rejected for now. 雷神科技: 雷神科技偏游戏PC和消费硬件品牌，供应链和品牌可替代性较高，无法与服务器、CPU或安防平台相比。 triage 67.26; moat 64.17; technology 77.00; market 62.67; quality 52.00; governance 68.50.,Reject consumer PC brands unless they control unique technology or ecosystem.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=BJ920190;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22920190.BJ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22920190.BJ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:46:40+00:00
信息技术-计算机硬件-PC、服务器及硬件,300042,朗科科技,direct_watch,reject_for_now,,analyst_company_by_company_review,rejected because historical flash-storage patent story is no longer enough,朗科科技早期闪存专利历史有价值，但当前产品和业务平台缺少持续技术领导力。,Rejected for now. 朗科科技: 朗科科技早期闪存专利历史有价值，但当前产品和业务平台缺少持续技术领导力。 triage 66.71; moat 64.50; technology 72.50; market 59.50; quality 63.00; governance 71.50.,Reject legacy IP stories without current product leadership.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300042;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300042.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300042.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:46:40+00:00
信息技术-计算机硬件-PC、服务器及硬件,002528,*ST英飞,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because ST status overrides hardware exposure,*ST英飞存在ST和经营风险，即使有存储/服务器业务也不适合第一轮观察。,Rejected for now. *ST英飞: *ST英飞存在ST和经营风险，即使有存储/服务器业务也不适合第一轮观察。 triage 64.40; moat 62.83; technology 74.83; market 51.83; quality 56.50; governance 66.50.,Reject ST hardware companies regardless of thematic exposure.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002528;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002528.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002528.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:46:40+00:00
信息技术-计算机硬件-PC、服务器及硬件,002180,奔图科技,boundary_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for domestic printer and office-hardware ecosystem,奔图科技处于国产打印机和办公硬件信创链条，整机、耗材、渠道和政企客户有一定壁垒；但全球地位和利润质量需验证。,Watch. 奔图科技: 奔图科技处于国产打印机和办公硬件信创链条，整机、耗材、渠道和政企客户有一定壁垒；但全球地位和利润质量需验证。 triage 64.27; moat 64.50; technology 67.00; market 60.50; quality 59.17; governance 68.00.,Boundary retain domestic printer/office-hardware platforms when ecosystem and government-enterprise channels matter.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002180;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002180.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002180.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:46:40+00:00
信息技术-计算机硬件-PC、服务器及硬件,000021,深科技,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because EMS and storage manufacturing are service-oriented,深科技具备电子制造和存储相关业务，但更偏制造服务和规模交付，缺少可持续产品/生态护城河。,Rejected for now. 深科技: 深科技具备电子制造和存储相关业务，但更偏制造服务和规模交付，缺少可持续产品/生态护城河。 triage 63.81; moat 59.83; technology 62.67; market 63.83; quality 63.50; governance 68.50.,Reject EMS and manufacturing-service companies without product/platform control.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000021;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000021.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000021.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:46:40+00:00
信息技术-计算机硬件-PC、服务器及硬件,002970,锐明技术,boundary_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for commercial-vehicle video and fleet-safety niche,锐明技术聚焦商用车视频监控、主动安全和车队管理，产品场景专业且海外/行业客户有粘性，但市场空间较窄。,Watch. 锐明技术: 锐明技术聚焦商用车视频监控、主动安全和车队管理，产品场景专业且海外/行业客户有粘性，但市场空间较窄。 triage 63.06; moat 54.33; technology 65.67; market 54.83; quality 68.83; governance 69.00.,Boundary retain vehicle-video niches when product specialization and fleet/customer stickiness are visible.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002970;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002970.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002970.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:46:40+00:00
