peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
电子设备-半导体-半导体材料,002371,北方华创,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch after company-by-company peer review of high-barrier semiconductor-materials companies.,"Direct watch: although classified here, this is the A-share semiconductor-equipment platform anchor. Equipment breadth, process validation, customer stickiness, and domestic-substitution scarcity make it a direct watch.","Retained. 北方华创: Direct watch: although classified here, this is the A-share semiconductor-equipment platform anchor. Equipment breadth, process validation, customer stickiness, and domestic-substitution scarcity make it a direct watch. triage 66.80; moat 59.00; technology 72.88; market 78.00; quality 64.24; governance 66.09. Special dimension: 半导体设备平台锚点.","Retain semiconductor-materials companies when they own wafer, SiC, CMP, specialty-gas, precursor, target, photomask, critical process-chemical, ceramic/quartz, or equipment-platform capabilities with fab qualification and process know-how that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002371;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002371.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002371.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00
电子设备-半导体-半导体材料,002409,雅克科技,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after company-by-company peer review of high-barrier semiconductor-materials companies.,"Direct watch: semiconductor precursors, specialty gases, LDS/electronic materials, and display materials form a broad high-purity materials platform with customer validation barriers.","Retained. 雅克科技: Direct watch: semiconductor precursors, specialty gases, LDS/electronic materials, and display materials form a broad high-purity materials platform with customer validation barriers. triage 64.54; moat 58.70; technology 65.91; market 76.79; quality 59.52; governance 66.82. Special dimension: 半导体前驱体与电子材料平台.","Retain semiconductor-materials companies when they own wafer, SiC, CMP, specialty-gas, precursor, target, photomask, critical process-chemical, ceramic/quartz, or equipment-platform capabilities with fab qualification and process know-how that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002409;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002409.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002409.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00
电子设备-半导体-半导体材料,300054,鼎龙股份,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch after company-by-company peer review of high-barrier semiconductor-materials companies.,"Direct watch: CMP pads, photoresist-related materials, and display/semiconductor process materials show a credible local materials platform beyond legacy printer consumables.","Retained. 鼎龙股份: Direct watch: CMP pads, photoresist-related materials, and display/semiconductor process materials show a credible local materials platform beyond legacy printer consumables. triage 67.29; moat 57.18; technology 76.48; market 71.82; quality 65.58; governance 67.55. Special dimension: CMP抛光垫/半导体材料平台.","Retain semiconductor-materials companies when they own wafer, SiC, CMP, specialty-gas, precursor, target, photomask, critical process-chemical, ceramic/quartz, or equipment-platform capabilities with fab qualification and process know-how that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300054;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300054.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300054.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00
电子设备-半导体-半导体材料,300346,南大光电,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after company-by-company peer review of high-barrier semiconductor-materials companies.,"Direct watch: MO precursors, specialty gases, photoresist-related materials, and semiconductor materials are high-purity process inputs with qualification barriers and import-substitution value.","Retained. 南大光电: Direct watch: MO precursors, specialty gases, photoresist-related materials, and semiconductor materials are high-purity process inputs with qualification barriers and import-substitution value. triage 64.56; moat 56.27; technology 70.85; market 68.18; quality 61.33; governance 67.91. Special dimension: 前驱体/电子特气/光刻胶材料.","Retain semiconductor-materials companies when they own wafer, SiC, CMP, specialty-gas, precursor, target, photomask, critical process-chemical, ceramic/quartz, or equipment-platform capabilities with fab qualification and process know-how that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300346;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300346.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300346.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00
电子设备-半导体-半导体材料,300666,江丰电子,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after company-by-company peer review of high-barrier semiconductor-materials companies.,"Direct watch: sputtering targets require ultra-high-purity metallurgy, grain control, and fab qualification. The business has clear domestic-substitution value and process barriers.","Retained. 江丰电子: Direct watch: sputtering targets require ultra-high-purity metallurgy, grain control, and fab qualification. The business has clear domestic-substitution value and process barriers. triage 64.24; moat 57.79; technology 70.42; market 73.15; quality 56.67; governance 65.91. Special dimension: 超高纯溅射靶材.","Retain semiconductor-materials companies when they own wafer, SiC, CMP, specialty-gas, precursor, target, photomask, critical process-chemical, ceramic/quartz, or equipment-platform capabilities with fab qualification and process know-how that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300666;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300666.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300666.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00
电子设备-半导体-半导体材料,688019,安集科技,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch after company-by-company peer review of high-barrier semiconductor-materials companies.,"Direct watch: CMP slurries and semiconductor process chemicals require formulation, purity control, defect control, and long fab validation. Customer qualification creates a durable barrier beyond chemical capacity.","Retained. 安集科技: Direct watch: CMP slurries and semiconductor process chemicals require formulation, purity control, defect control, and long fab validation. Customer qualification creates a durable barrier beyond chemical capacity. triage 66.75; moat 55.97; technology 75.39; market 68.79; quality 72.79; governance 68.27. Special dimension: CMP抛光液/功能湿化学品.","Retain semiconductor-materials companies when they own wafer, SiC, CMP, specialty-gas, precursor, target, photomask, critical process-chemical, ceramic/quartz, or equipment-platform capabilities with fab qualification and process know-how that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688019;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688019.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688019.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00
电子设备-半导体-半导体材料,688126,沪硅产业,reject,watch,direct_watch,analyst_company_by_company_review,Direct watch after company-by-company peer review of high-barrier semiconductor-materials companies.,"Direct watch: 300mm semiconductor silicon wafers are capital intensive and technically difficult, with long customer validation. Current losses should not exclude a scarce national silicon-wafer platform.","Retained. 沪硅产业: Direct watch: 300mm semiconductor silicon wafers are capital intensive and technically difficult, with long customer validation. Current losses should not exclude a scarce national silicon-wafer platform. triage 59.76; moat 57.48; technology 68.06; market 61.76; quality 44.18; governance 67.18. Special dimension: 大硅片平台.","Retain semiconductor-materials companies when they own wafer, SiC, CMP, specialty-gas, precursor, target, photomask, critical process-chemical, ceramic/quartz, or equipment-platform capabilities with fab qualification and process know-how that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688126;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688126.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688126.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00
电子设备-半导体-半导体材料,688146,中船特气,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch after company-by-company peer review of high-barrier semiconductor-materials companies.,"Direct watch: electronic specialty gases require ultra-high purity, synthesis/purification, safety systems, and fab certification. They are core semiconductor process materials.","Retained. 中船特气: Direct watch: electronic specialty gases require ultra-high purity, synthesis/purification, safety systems, and fab certification. They are core semiconductor process materials. triage 65.05; moat 58.67; technology 72.24; market 66.85; quality 57.88; governance 69.73. Special dimension: 电子特种气体.","Retain semiconductor-materials companies when they own wafer, SiC, CMP, specialty-gas, precursor, target, photomask, critical process-chemical, ceramic/quartz, or equipment-platform capabilities with fab qualification and process know-how that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688146;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688146.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688146.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00
电子设备-半导体-半导体材料,688233,神工股份,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch after company-by-company peer review of high-barrier semiconductor-materials companies.,"Direct watch: large-diameter silicon materials, etching consumables, quartz/ceramic/carbon materials, and equipment-related materials require process control and customer validation.","Retained. 神工股份: Direct watch: large-diameter silicon materials, etching consumables, quartz/ceramic/carbon materials, and equipment-related materials require process control and customer validation. triage 68.54; moat 61.21; technology 82.55; market 55.21; quality 70.42; governance 72.00. Special dimension: 硅材料/刻蚀耗材.","Retain semiconductor-materials companies when they own wafer, SiC, CMP, specialty-gas, precursor, target, photomask, critical process-chemical, ceramic/quartz, or equipment-platform capabilities with fab qualification and process know-how that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688233;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688233.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688233.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00
电子设备-半导体-半导体材料,688234,天岳先进,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after company-by-company peer review of high-barrier semiconductor-materials companies.,"Direct watch: SiC crystal growth and substrate processing are strategic power-semiconductor materials with high technical difficulty, yield learning curves, and customer qualification barriers.","Retained. 天岳先进: Direct watch: SiC crystal growth and substrate processing are strategic power-semiconductor materials with high technical difficulty, yield learning curves, and customer qualification barriers. triage 60.32; moat 54.45; technology 73.27; market 54.36; quality 46.61; governance 69.18. Special dimension: 碳化硅衬底.","Retain semiconductor-materials companies when they own wafer, SiC, CMP, specialty-gas, precursor, target, photomask, critical process-chemical, ceramic/quartz, or equipment-platform capabilities with fab qualification and process know-how that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688234;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688234.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688234.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:25:43+00:00
