peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
电气设备-输变电设备-电气自控设备,600406,国电南瑞,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as the core smart-grid and power-automation platform,国电南瑞是电网自动化、继电保护、调度、特高压和新型电力系统的核心平台，客户准入、系统经验和国网体系壁垒极强。,Watch. 国电南瑞: 国电南瑞是电网自动化、继电保护、调度、特高压和新型电力系统的核心平台，客户准入、系统经验和国网体系壁垒极强。 triage 81.34; moat 83.00; technology 88.79; market 98.00; quality 65.93; governance 69.52.,Retain core grid-automation platforms with system-level switching cost and national-grid qualification.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600406;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600406.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600406.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:40:22+00:00
电气设备-输变电设备-电气自控设备,000682,东方电子,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a leading distribution and grid-automation specialist,东方电子长期深耕调度、配网自动化和电力信息化，产品嵌入电网运行体系，项目经验和客户关系难以由资金快速复制。,Watch. 东方电子: 东方电子长期深耕调度、配网自动化和电力信息化，产品嵌入电网运行体系，项目经验和客户关系难以由资金快速复制。 triage 81.06; moat 84.28; technology 92.24; market 92.02; quality 66.97; governance 67.86.,Retain power-dispatch and distribution-automation specialists with installed-base and grid-customer stickiness.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000682;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000682.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000682.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:40:22+00:00
电气设备-输变电设备-电气自控设备,600268,国电南自,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for power-automation heritage,国电南自在电力自动化、保护控制和发电/变电场景有长期积累，但规模、盈利质量和龙头性弱于南瑞、许继、四方。,Watch. 国电南自: 国电南自在电力自动化、保护控制和发电/变电场景有长期积累，但规模、盈利质量和龙头性弱于南瑞、许继、四方。 triage 80.46; moat 84.62; technology 91.86; market 91.74; quality 62.07; governance 67.45.,Boundary retain second-tier power-automation platforms when installed base is real but leadership is weaker.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600268;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600268.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600268.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:40:22+00:00
电气设备-输变电设备-电气自控设备,300444,双杰电气,direct_watch,reject_for_now,,analyst_company_by_company_review,rejected because distribution equipment and charging exposure are not enough,双杰电气主要是配电设备、箱变和充电业务，虽受益电网投资，但产品可替代性和盈利波动较强。,Rejected for now. 双杰电气: 双杰电气主要是配电设备、箱变和充电业务，虽受益电网投资，但产品可替代性和盈利波动较强。 triage 76.39; moat 80.59; technology 86.00; market 87.60; quality 59.86; governance 66.21.,Reject distribution-equipment companies when capability is mainly capacity and tender execution.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300444;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300444.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300444.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:40:22+00:00
电气设备-输变电设备-电气自控设备,300490,华自科技,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for hydro and energy automation capability,华自科技在水电自动化、泵站、水利信息化和储能系统中有工程场景积累；但项目型和盈利波动较强，列为边界。,Watch. 华自科技: 华自科技在水电自动化、泵站、水利信息化和储能系统中有工程场景积累；但项目型和盈利波动较强，列为边界。 triage 74.65; moat 80.83; technology 91.52; market 72.84; quality 56.41; governance 66.41.,Boundary retain automation companies when domain-specific engineering know-how is visible but project cyclicality is high.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300490;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300490.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300490.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:40:22+00:00
电气设备-输变电设备-电气自控设备,300484,蓝海华腾,direct_watch,reject_for_now,,analyst_company_by_company_review,rejected because drive and controller niche is weaker than retained platforms,蓝海华腾有变频器和电控产品，但规模、客户生态和技术平台弱于保留的工控和电力电子公司。,Rejected for now. 蓝海华腾: 蓝海华腾有变频器和电控产品，但规模、客户生态和技术平台弱于保留的工控和电力电子公司。 triage 74.56; moat 74.03; technology 92.55; market 65.53; quality 71.66; governance 70.76.,Reject smaller drive/controller peers when stronger retained companies cover the thesis.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300484;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300484.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300484.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:40:22+00:00
电气设备-输变电设备-电气自控设备,002350,北京科锐,direct_watch,reject_for_now,,analyst_company_by_company_review,rejected because distribution automation and switchgear are not sufficiently differentiated,北京科锐有配网设备和自动化经验，但更偏项目和配电设备制造，壁垒弱于南瑞、许继、四方。,Rejected for now. 北京科锐: 北京科锐有配网设备和自动化经验，但更偏项目和配电设备制造，壁垒弱于南瑞、许继、四方。 triage 74.28; moat 77.48; technology 85.69; market 75.60; quality 57.17; governance 69.93.,Reject second-tier distribution equipment suppliers without clear product leadership.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002350;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002350.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002350.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:40:22+00:00
电气设备-输变电设备-电气自控设备,002184,海得控制,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for industrial automation and power-electronics integration,海得控制有工业自动化、电力电子和储能系统集成能力，客户场景较复杂；但项目属性较强，护城河低于核心电网设备。,Watch. 海得控制: 海得控制有工业自动化、电力电子和储能系统集成能力，客户场景较复杂；但项目属性较强，护城河低于核心电网设备。 triage 74.07; moat 81.17; technology 86.34; market 75.47; quality 52.41; governance 69.72.,Boundary retain industrial-automation integrators only when technical integration exceeds ordinary project delivery.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002184;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002184.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002184.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:40:22+00:00
电气设备-输变电设备-电气自控设备,300510,金冠股份,direct_watch,reject_for_now,,analyst_company_by_company_review,rejected because switchgear and charging business lacks durable moat,金冠股份有开关设备、智能电网和充电桩业务，但业务波动和产品可复制性强。,Rejected for now. 金冠股份: 金冠股份有开关设备、智能电网和充电桩业务，但业务波动和产品可复制性强。 triage 72.71; moat 76.10; technology 90.48; market 67.60; quality 47.93; governance 70.55.,Reject switchgear/charging mixes without high switching cost or product leadership.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300510;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300510.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300510.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:40:22+00:00
电气设备-输变电设备-电气自控设备,002028,思源电气,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a high-voltage power-equipment platform,思源电气在高压开关、互感器、电力电子和海外电网设备上具备强产品线和工程验证，明显强于普通配电设备厂。,Watch. 思源电气: 思源电气在高压开关、互感器、电力电子和海外电网设备上具备强产品线和工程验证，明显强于普通配电设备厂。 triage 67.29; moat 62.66; technology 69.83; market 82.87; quality 65.34; governance 68.90.,"Retain high-voltage power-equipment platforms with product breadth, engineering references, and export capability.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002028;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002028.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002028.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:40:22+00:00
