peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
机械设备-通用设备-仪器仪表,001266,宏英智能,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,Off-highway intelligent control and broad instrumentation sales do not show category leadership versus stronger automation and motion-control platforms.,Rejected for now. 宏英智能: Off-highway intelligent control and broad instrumentation sales do not show category leadership versus stronger automation and motion-control platforms. triage 53.65; moat 46.18; technology 58.29; market 50.68; quality 43.56; governance 65.38.,"Reject low-barrier or weaker-duplicate utility meters, project-heavy environmental monitoring, generic automation hardware, small instrument niches without category control, ST/mixed businesses without clear capability, and broad theme stories covered by stronger retained peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ001266;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001266.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001266.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:47:14+00:00
机械设备-通用设备-仪器仪表,002175,*ST东智,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"ST status plus park/property, instruments, robotics, and mixed businesses make the capability base too unclear for first-round inclusion.","Rejected for now. *ST东智: ST status plus park/property, instruments, robotics, and mixed businesses make the capability base too unclear for first-round inclusion. triage 50.52; moat 44.03; technology 53.00; market 43.59; quality 44.34; governance 68.19.","Reject low-barrier or weaker-duplicate utility meters, project-heavy environmental monitoring, generic automation hardware, small instrument niches without category control, ST/mixed businesses without clear capability, and broad theme stories covered by stronger retained peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002175;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002175.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002175.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:47:14+00:00
机械设备-通用设备-仪器仪表,002338,奥普光电,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated instrument screening rules.,"Boundary watch: precision opto-mechanical instruments and optical components have defense/aerospace and high-end equipment qualification barriers. The thesis is narrower than broad optical platforms, so boundary only.","Retained. 奥普光电: Boundary watch: precision opto-mechanical instruments and optical components have defense/aerospace and high-end equipment qualification barriers. The thesis is narrower than broad optical platforms, so boundary only. triage 57.86; moat 48.20; technology 60.94; market 60.76; quality 54.72; governance 67.28. Special dimension: 精密光机电仪器.","Retain instrument companies when they own high-end electronic measurement, process-control instrumentation, motion-control platforms, machine-vision/metrology capability, scarce analytical instruments, differentiated sensors, or utility-meter installed-base advantages that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002338;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002338.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002338.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:47:14+00:00
机械设备-通用设备-仪器仪表,002658,雪迪龙,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"Environmental monitoring instruments and services are relevant, but the company is weaker and more project/policy exposed than retained analytical and sensor platforms.","Rejected for now. 雪迪龙: Environmental monitoring instruments and services are relevant, but the company is weaker and more project/policy exposed than retained analytical and sensor platforms. triage 59.25; moat 50.23; technology 58.04; market 69.16; quality 55.78; governance 69.63.","Reject low-barrier or weaker-duplicate utility meters, project-heavy environmental monitoring, generic automation hardware, small instrument niches without category control, ST/mixed businesses without clear capability, and broad theme stories covered by stronger retained peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002658;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002658.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002658.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:47:14+00:00
机械设备-通用设备-仪器仪表,002767,先锋电子,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"Smart gas meters and IoT products are useful, but this is a weaker duplicate of stronger retained gas-meter platforms.","Rejected for now. 先锋电子: Smart gas meters and IoT products are useful, but this is a weaker duplicate of stronger retained gas-meter platforms. triage 55.45; moat 47.82; technology 57.78; market 56.35; quality 50.97; governance 67.35.","Reject low-barrier or weaker-duplicate utility meters, project-heavy environmental monitoring, generic automation hardware, small instrument niches without category control, ST/mixed businesses without clear capability, and broad theme stories covered by stronger retained peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002767;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002767.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002767.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:47:14+00:00
机械设备-通用设备-仪器仪表,002849,威星智能,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"Smart gas meters, valves, and IoT products lack enough differentiation versus retained gas-meter and sensor leaders.","Rejected for now. 威星智能: Smart gas meters, valves, and IoT products lack enough differentiation versus retained gas-meter and sensor leaders. triage 57.01; moat 50.61; technology 56.89; market 65.52; quality 51.20; governance 65.91.","Reject low-barrier or weaker-duplicate utility meters, project-heavy environmental monitoring, generic automation hardware, small instrument niches without category control, ST/mixed businesses without clear capability, and broad theme stories covered by stronger retained peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002849;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002849.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002849.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:47:14+00:00
机械设备-通用设备-仪器仪表,002857,三晖电气,advance_to_deep_review,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"Power-meter testing equipment, charging, and smart-grid products are relevant but small, mixed, and weaker than retained power-meter and electronic-test platforms despite the high preliminary score.","Rejected for now. 三晖电气: Power-meter testing equipment, charging, and smart-grid products are relevant but small, mixed, and weaker than retained power-meter and electronic-test platforms despite the high preliminary score. triage 70.73; moat 75.66; technology 88.42; market 67.46; quality 47.47; governance 67.06.","Reject low-barrier or weaker-duplicate utility meters, project-heavy environmental monitoring, generic automation hardware, small instrument niches without category control, ST/mixed businesses without clear capability, and broad theme stories covered by stronger retained peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002857;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002857.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002857.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:47:14+00:00
机械设备-通用设备-仪器仪表,002877,智能自控,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,Control valves and automation instruments are covered by the stronger process-instrument platform retained in this group.,Rejected for now. 智能自控: Control valves and automation instruments are covered by the stronger process-instrument platform retained in this group. triage 55.78; moat 49.34; technology 59.76; market 60.30; quality 45.15; governance 65.84.,"Reject low-barrier or weaker-duplicate utility meters, project-heavy environmental monitoring, generic automation hardware, small instrument niches without category control, ST/mixed businesses without clear capability, and broad theme stories covered by stronger retained peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002877;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002877.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002877.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:47:14+00:00
机械设备-通用设备-仪器仪表,002979,雷赛智能,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch after company-by-company peer review of instrument and metrology companies.,"Direct watch: motion controllers, drives, motors, and dedicated control systems form a real industrial-automation platform. Customer validation, control algorithms, and application know-how make this harder to replicate than generic instrument assembly.","Retained. 雷赛智能: Direct watch: motion controllers, drives, motors, and dedicated control systems form a real industrial-automation platform. Customer validation, control algorithms, and application know-how make this harder to replicate than generic instrument assembly. triage 68.72; moat 65.11; technology 69.84; market 80.71; quality 57.43; governance 67.29. Special dimension: 运动控制平台.","Retain instrument companies when they own high-end electronic measurement, process-control instrumentation, motion-control platforms, machine-vision/metrology capability, scarce analytical instruments, differentiated sensors, or utility-meter installed-base advantages that capital alone cannot quickly replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002979;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002979.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002979.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:47:14+00:00
机械设备-通用设备-仪器仪表,002980,华盛昌,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"Handheld meters, air-quality products, and broad new-energy/medical themes are less defensible than high-end electronic measurement platforms.","Rejected for now. 华盛昌: Handheld meters, air-quality products, and broad new-energy/medical themes are less defensible than high-end electronic measurement platforms. triage 58.74; moat 51.33; technology 60.44; market 62.02; quality 55.05; governance 68.27.","Reject low-barrier or weaker-duplicate utility meters, project-heavy environmental monitoring, generic automation hardware, small instrument niches without category control, ST/mixed businesses without clear capability, and broad theme stories covered by stronger retained peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002980;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002980.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002980.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T09:47:14+00:00
