peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
公用事业-电力-水电,600900,长江电力,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as the premier large-cascade hydropower platform,长江电力拥有三峡、葛洲坝、溪洛渡、向家坝等世界级水电资产，河流梯级、长寿命低成本资产、调度能力和分红现金流均不是资金可复制。,Watch. 长江电力: 长江电力拥有三峡、葛洲坝、溪洛渡、向家坝等世界级水电资产，河流梯级、长寿命低成本资产、调度能力和分红现金流均不是资金可复制。 triage 70.36; moat 86.00; technology 42.86; market 90.00; quality 82.56; governance 68.33.,Retain irreplaceable river-cascade hydropower platforms with world-class assets and durable cash flow.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600900;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600900.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600900.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:29:34+00:00
公用事业-电力-水电,600025,华能水电,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a Lancang River large-hydro platform,华能水电围绕澜沧江流域形成大规模梯级水电资产，资源位置、开发权、调度经验和低边际成本构成强壁垒。,Watch. 华能水电: 华能水电围绕澜沧江流域形成大规模梯级水电资产，资源位置、开发权、调度经验和低边际成本构成强壁垒。 triage 68.56; moat 84.89; technology 39.29; market 86.22; quality 83.78; governance 67.67.,Retain large basin-level hydropower platforms where resource rights and cascade dispatch create durable advantages.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600025;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600025.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600025.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:29:34+00:00
公用事业-电力-水电,600236,桂冠电力,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for regional hydro scale and stable operating quality,桂冠电力具备广西及周边区域水电资产和较好的经营质量，现金流稳定；但流域稀缺性、全国规模和平台地位弱于长江、华能、国投。,Watch. 桂冠电力: 桂冠电力具备广西及周边区域水电资产和较好的经营质量，现金流稳定；但流域稀缺性、全国规模和平台地位弱于长江、华能、国投。 triage 67.47; moat 83.78; technology 37.14; market 81.11; quality 83.67; governance 69.67.,Boundary retain regional hydropower platforms when asset quality and operating record are strong but not nationally scarce.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600236;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600236.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600236.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:29:34+00:00
公用事业-电力-水电,600995,南网储能,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a scarce pumped-storage and grid-regulation platform,南网储能的抽水蓄能和新型储能由电网调峰调频需求驱动，项目审批、调度体系、电网侧角色和长期容量价值构成制度性壁垒。,Watch. 南网储能: 南网储能的抽水蓄能和新型储能由电网调峰调频需求驱动，项目审批、调度体系、电网侧角色和长期容量价值构成制度性壁垒。 triage 66.94; moat 79.67; technology 46.14; market 76.67; quality 81.67; governance 69.00.,"Retain pumped-storage platforms where grid-regulation role, approvals, and dispatch integration create scarcity.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600995;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600995.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600995.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:29:34+00:00
公用事业-电力-水电,600886,国投电力,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a high-quality integrated power platform with scarce hydropower exposure,国投电力持有雅砻江等优质水电资源并结合火电、新能源，核心水电资产稀缺、规模大、现金流强，强于普通综合电力公司。,Watch. 国投电力: 国投电力持有雅砻江等优质水电资源并结合火电、新能源，核心水电资产稀缺、规模大、现金流强，强于普通综合电力公司。 triage 66.89; moat 82.44; technology 40.00; market 87.11; quality 71.67; governance 68.00.,Retain integrated power companies when their core value is scarce basin-level hydropower rather than generic generation capacity.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600886;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600886.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600886.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:29:34+00:00
公用事业-电力-水电,002039,黔源电力,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for focused Guizhou hydropower assets,黔源电力小而专注，水电资产质量和经营质量较好；但规模、流域控制力和扩张空间有限，作为边界观察而非核心水电龙头。,Watch. 黔源电力: 黔源电力小而专注，水电资产质量和经营质量较好；但规模、流域控制力和扩张空间有限，作为边界观察而非核心水电龙头。 triage 65.56; moat 79.89; technology 40.00; market 68.22; quality 84.22; governance 70.33.,Boundary retain focused small hydropower operators only when margins and asset quality are visibly strong.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002039;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002039.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002039.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:29:34+00:00
公用事业-电力-水电,600674,川投能源,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for high-quality Yalong River exposure despite investment-holding structure,川投能源通过参股雅砻江等优质水电资产获得长寿命现金流，资产稀缺性强；但上市公司更多是权益持有而非完全运营平台，列为边界关注。,Watch. 川投能源: 川投能源通过参股雅砻江等优质水电资产获得长寿命现金流，资产稀缺性强；但上市公司更多是权益持有而非完全运营平台，列为边界关注。 triage 65.07; moat 78.22; technology 45.00; market 66.22; quality 80.11; governance 70.67.,Boundary retain investment-holding companies only when the underlying hydropower asset is clearly scarce and high quality.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600674;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600674.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600674.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:29:34+00:00
公用事业-电力-水电,000883,湖北能源,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because integrated regional utility profile dilutes hydropower moat,湖北能源有三峡集团背景和区域综合能源资产，但业务包含火电、热电、气、新能源等，水电稀缺性不是足够清晰的主导护城河。,Rejected for now. 湖北能源: 湖北能源有三峡集团背景和区域综合能源资产，但业务包含火电、热电、气、新能源等，水电稀缺性不是足够清晰的主导护城河。 triage 64.57; moat 81.33; technology 37.86; market 82.00; quality 67.78; governance 68.67.,Reject regional integrated utilities when hydropower is not the dominant scarce asset.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000883;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000883.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000883.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:29:34+00:00
公用事业-电力-水电,600116,三峡水利,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because distribution and local integrated-energy assets are not a strong hydropower moat,三峡水利兼具地方配售电、综合能源和水电资产，稳定性有价值，但护城河更多是地方公用事业而非不可复制的大水电资源。,Rejected for now. 三峡水利: 三峡水利兼具地方配售电、综合能源和水电资产，稳定性有价值，但护城河更多是地方公用事业而非不可复制的大水电资源。 triage 64.37; moat 83.22; technology 40.00; market 76.89; quality 63.67; governance 69.33.,Reject local utility mixes unless they control scarce basin-level assets or irreplaceable grid roles.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600116;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600116.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600116.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:29:34+00:00
公用事业-电力-水电,000601,韶能股份,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because local hydro and biomass/paper-related mix lacks strong scarcity,韶能股份有地方水电和生态植物纤维等业务，但资产规模、资源稀缺性和经营质量不支持进入第一轮能力观察。,Rejected for now. 韶能股份: 韶能股份有地方水电和生态植物纤维等业务，但资产规模、资源稀缺性和经营质量不支持进入第一轮能力观察。 triage 62.48; moat 79.11; technology 41.43; market 72.44; quality 67.78; governance 66.67.,Reject small local hydro mixes when resource scarcity and business quality are limited.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000601;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000601.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000601.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T10:29:34+00:00
