peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
电气设备-电源设备-风能,688660,电气风电,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for offshore wind and SOE-backed turbine technology despite weak execution,电气风电有上海电气背景、海上风电和整机研发能力，但经营质量和竞争位置弱于金风、明阳、三一，因此只做边界关注。,Watch. 电气风电: 电气风电有上海电气背景、海上风电和整机研发能力，但经营质量和竞争位置弱于金风、明阳、三一，因此只做边界关注。 triage 72.25; moat 74.00; technology 90.00; market 69.90; quality 49.20; governance 66.00.,Boundary retain turbine OEMs with offshore and technical capability when execution has deteriorated but capability remains hard to copy.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688660;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688660.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688660.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688660;www.sewpg.com,2026-05-15T11:01:34+00:00
电气设备-电源设备-风能,300129,泰胜风能,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for global wind-tower and offshore-structure customer qualification,泰胜风能有较长风塔、海工结构件制造历史，并进入维斯塔斯、金风等客户体系；但本质仍偏重资产制造，边界保留。,Watch. 泰胜风能: 泰胜风能有较长风塔、海工结构件制造历史，并进入维斯塔斯、金风等客户体系；但本质仍偏重资产制造，边界保留。 triage 72.23; moat 72.00; technology 83.00; market 71.50; quality 52.20; governance 69.00.,Boundary retain wind structural-part suppliers only when global customer qualification and offshore capability are visible.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300129;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300129.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300129.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=300129;www.shtsp.com,2026-05-15T11:01:34+00:00
电气设备-电源设备-风能,002202,金风科技,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as the clearest A-share wind-turbine and clean-energy service platform,金风科技是国内和全球重要风机整机龙头，具备整机研发、风资源、风电场服务和全球项目经验。风机行业利润率弱，但整机技术、客户验证和服务 installed base 不是资金可快速复制的。,Watch. 金风科技: 金风科技是国内和全球重要风机整机龙头，具备整机研发、风资源、风电场服务和全球项目经验。风机行业利润率弱，但整机技术、客户验证和服务 installed base 不是资金可快速复制的。 triage 68.40; moat 65.00; technology 71.00; market 79.50; quality 60.00; governance 65.60.,"Retain wind-turbine OEM leaders when technology, project references, service base, and global scale are visible.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002202;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002202.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002202.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=002202;www.goldwind.com,2026-05-15T11:01:34+00:00
电气设备-电源设备-风能,688349,三一重能,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a top China wind-turbine OEM with strong industrial manufacturing backing,三一重能已进入国内头部风机整机行列，依托三一集团的制造体系、供应链和大兆瓦机组迭代能力，具备独立观察价值。,Watch. 三一重能: 三一重能已进入国内头部风机整机行列，依托三一集团的制造体系、供应链和大兆瓦机组迭代能力，具备独立观察价值。 triage 67.71; moat 64.00; technology 75.00; market 75.50; quality 54.40; governance 66.20.,"Retain fast-rising wind OEM platforms when market share, manufacturing system, and large-turbine iteration are proven.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688349;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688349.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688349.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688349;www.sanyre.com.cn,2026-05-15T11:01:34+00:00
电气设备-电源设备-风能,300443,金雷股份,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for wind main-shaft forging and integrated process capability,金雷股份聚焦风电主轴等锻造件，具备钢锭、锻造、热处理和机加工一体化能力，客户验证和工艺良率构成局部壁垒。,Watch. 金雷股份: 金雷股份聚焦风电主轴等锻造件，具备钢锭、锻造、热处理和机加工一体化能力，客户验证和工艺良率构成局部壁垒。 triage 65.85; moat 58.00; technology 76.00; market 57.50; quality 69.20; governance 71.00.,Boundary retain critical wind forged-component suppliers when process integration and quality validation matter.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300443;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300443.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300443.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=300443;www.jinleiwind.com,2026-05-15T11:01:34+00:00
电气设备-电源设备-风能,002053,云南能投,direct_watch,reject_for_now,,analyst_company_by_company_review,rejected because renewable operation and salt business do not create a wind-equipment moat,云南能投主要是新能源运营和盐业，风能标签不代表风电装备技术壁垒；公司级能力不如已保留的电力运营平台或盐湖资源公司清晰。,Reject for now. 云南能投: 云南能投主要是新能源运营和盐业，风能标签不代表风电装备技术壁垒；公司级能力不如已保留的电力运营平台或盐湖资源公司清晰。 triage 65.35; moat 62.00; technology 71.00; market 59.10; quality 63.80; governance 69.20.,Reject companies whose wind tag is incidental to power operation or unrelated commodity businesses.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002053;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002053.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002053.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=002053;www.cnyeic.com,2026-05-15T11:01:34+00:00
电气设备-电源设备-风能,300690,双一科技,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because composite wind parts are narrower and weaker than retained wind-equipment leaders,双一科技有复合材料和风电叶片模具/部件能力，但产品环节较窄，缺少整机、关键锻件或全球塔筒规模优势。,Reject for now. 双一科技: 双一科技有复合材料和风电叶片模具/部件能力，但产品环节较窄，缺少整机、关键锻件或全球塔筒规模优势。 triage 64.65; moat 55.00; technology 79.00; market 45.50; quality 64.80; governance 69.80.,Reject wind composite-part suppliers when they lack category leadership or scarce customer lock-in.,true,"https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300690;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300690.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300690.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=300690;www.shuangyitec.com.cn,www.shuangyitec.com",2026-05-15T11:01:34+00:00
电气设备-电源设备-风能,601218,吉鑫科技,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because wind castings are a manufacturing niche already covered by stronger component theses,吉鑫科技做轮毂、底座等铸件并向客户终端延伸，但铸件制造竞争和周期性强，未形成比金雷、天顺更清晰的观察价值。,Reject for now. 吉鑫科技: 吉鑫科技做轮毂、底座等铸件并向客户终端延伸，但铸件制造竞争和周期性强，未形成比金雷、天顺更清晰的观察价值。 triage 63.82; moat 59.00; technology 73.00; market 47.10; quality 63.80; governance 70.40.,Reject wind casting suppliers when process capability is not enough to create durable pricing power.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH601218;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601218.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601218.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601218;www.sinojit.com,2026-05-15T11:01:34+00:00
电气设备-电源设备-风能,002531,天顺风能,boundary_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for global wind-tower scale and offshore-foundation expansion,天顺风能有全球布局的风塔、叶片、海风基础和风电场资产，规模和客户体系优于普通塔筒企业，但仍受制造价格周期约束。,Watch. 天顺风能: 天顺风能有全球布局的风塔、叶片、海风基础和风电场资产，规模和客户体系优于普通塔筒企业，但仍受制造价格周期约束。 triage 63.63; moat 65.00; technology 67.00; market 60.30; quality 54.60; governance 67.40.,Boundary retain wind-equipment manufacturers when global footprint and customer base are meaningfully stronger than peers.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002531;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002531.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002531.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=002531;www.titanwind.com.cn,2026-05-15T11:01:34+00:00
电气设备-电源设备-风能,300569,天能重工,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because tower and foundation manufacturing is weaker than retained global wind-structure peers,天能重工是风电塔筒和海上基础供应商，但与天顺、泰胜相比全球客户和差异化不足，容易被产能竞争稀释。,Reject for now. 天能重工: 天能重工是风电塔筒和海上基础供应商，但与天顺、泰胜相比全球客户和差异化不足，容易被产能竞争稀释。 triage 63.19; moat 63.00; technology 67.00; market 57.10; quality 55.00; governance 68.60.,Reject duplicate wind tower/foundation manufacturers when stronger retained peers already capture the thesis.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300569;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300569.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300569.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=300569;www.qdtnp.com,2026-05-15T11:01:34+00:00
