peer_group,security_code,security_name,archetype,triage_score,preliminary_attention,analyst_dissent_if_reviewer_rejects,dominance_test,moat_summary,advantage_summary,weakness_summary,market_position_summary,source_backed_evidence,source_quality,reviewer_question,source_urls,reviewed_at_utc
医药生物-医疗器械-高端医械与医疗器械平台,300760,迈瑞医疗,全球化综合医疗器械平台,75.38,core_watch,strong_dissent,not_dominated,迈瑞的护城河来自多产品线平台、医院装机和售后网络、全球渠道、研发工程化、品牌可信度和现金流。资金可以复制单个设备，但很难复制其生命信息与支持、体外诊断、医学影像三条主线和全球医院网络。,产品远销 190 多个国家和地区，覆盖大量全球头部医院；9 类产品中国市占率第一，6 类产品全球前三。即使 2025 国内承压，经营现金流和分红能力仍强。,2025 年国内医疗反腐、设备招采和 IVD 政策影响导致收入利润下滑。IVD 和影像也面临国际巨头和国产同行竞争。,A 股医疗器械最完整的平台型龙头。与联影的高端影像、惠泰/心脉/南微的专科耗材并非完全重叠。,2025 年报披露收入 332.82 亿元、净利润下滑但经营现金流 101.45 亿元，并披露全球覆盖和产品市占率。研报指出国际高端客户突破和三瑞生态/AI 医疗布局。,annual_report_mirror_plus_report,如果你倾向因 2025 下滑拒绝迈瑞医疗，我会强反驳：短期政策周期不应覆盖平台级护城河。你是否同意将其设为核心关注？,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12044611&stockid=300760;https://cs.cnpharm.com/upload/resources/file/2026/04/01/186982.pdf;https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/828374684397/index.phtml,2026-05-14T00:00:00+00:00
医药生物-医疗器械-高端医械与医疗器械平台,688271,联影医疗,国产高端医学影像平台,66.97,core_watch,strong_dissent,not_dominated,联影的护城河来自高端 CT/MR/PET-CT/RT 等影像设备研发、临床验证、装机与服务体系、海外高端医院突破。资金可以进入设备制造，但高端影像系统集成、质量稳定和医院准入很难短期买到。,2025 年收入 138 亿元、归母净利润 18.7 亿元，收入和利润高增长。年报报道显示高端产品线增长、uAngio AVIVA 等产品获得 NMPA/FDA/CE 认证且订单突破。,资本开支、海外商业化、国内设备更新节奏和政府采购周期需要跟踪。与 GPS 国际巨头相比，全球份额仍有提升过程。,国产高端影像龙头，和迈瑞的生命信息/IVD/超声平台有明显差异化。不是被迈瑞全面覆盖的公司。,2025 年报报道披露收入、利润、高端产品突破和海外/高端双驱动；研报转述 CT、MI、MR、XR、RT 收入结构和增速。,annual_report_summary_plus_research_report,如果你因规模小于迈瑞而拒绝联影，我会反驳：高端影像是独立且难复制的优势。你是否同意保留？,https://finance.sina.com.cn/stock/zqgd/2026-04-29/doc-inhwcqxe8005301.shtml;https://finance.sina.com.cn/roll/2026-04-29/doc-inhwefuw7940836.shtml;https://news.futunn.com/post/72809988/united-imaging-healthcare-688271-2025-annual-report-and-2026-q1,2026-05-14T00:00:00+00:00
医药生物-医疗器械-高端医械与医疗器械平台,688617,惠泰医疗,电生理和血管介入平台,68.40,watch,dissent,not_dominated_if_ep_leadership_holds,惠泰的护城河来自电生理和血管介入领域的临床准入、医生使用习惯、产品迭代和高毛利耗材体系。它不是通用设备公司，不能简单用迈瑞或联影覆盖。,2025 年收入 25.84 亿元、归母净利润 8.21 亿元，增长约 25%/22%。同心医疗招股文件引用可比公司数据，惠泰 2025 经销模式毛利率约 73.83%，体现高值耗材属性。,单一专科赛道规模小于平台公司。集采、竞争对手、医生教育和新品迭代失败都会影响估值和增长。,A 股电生理/介入耗材高成长代表。是否保留取决于你是否接受专科耗材龙头作为独立不可替代优势。,股东会会议材料披露 2025 年董事会工作报告数据；公开研报和可比公司招股书材料支持增长和毛利率证据。,company_meeting_material_plus_comparable_filing,我倾向保留惠泰为专科器械 watch；如果你只接受大平台则可拒绝。你是否认可专科高值耗材龙头的关注价值？,https://static.cninfo.com.cn/finalpage/2026-04-04/1225080740.PDF;https://m.lejucaijing.com/report-183105.html;https://static.sse.com.cn/stock/disclosure/announcement/c/202604/002126_20260424_Z1QF.pdf,2026-05-14T00:00:00+00:00
医药生物-医疗器械-高端医械与医疗器械平台,688016,心脉医疗,主动脉和外周血管介入器械,66.49,watch_if_differentiated,soft_dissent,not_dominated_if_aortic_niche_holds,心脉的优势在主动脉和外周血管介入产品、临床验证、医生认知和海外拓展。它不是综合平台，但在细分高值耗材中可能具备不可替代的小而强优势。,2025 年收入 13.51 亿元、归母净利润 5.63 亿元，均双位数增长。研报提到外周集采后持续放量、国际业务高增。,规模较小、品类集中、集采和术式变化风险高。若细分市场没有足够空间或被更强平台覆盖，应剔除。,细分血管介入龙头候选，不与迈瑞/联影直接重叠。与惠泰同属专科耗材但疾病场景不同。,证券时报/每经披露 2025 年收入利润，研报转述外周集采放量和海外增长。,annual_summary_plus_research_report,你是否认可细分介入器械中“小而强、不可替代”的公司可以保留，还是只保留平台级医械龙头？,https://www.stcn.com/article/detail/3726187.html;https://www.nbd.com.cn/articles/2026-03-31/4316760.html;https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/lastest/rptid/829141260238/index.phtml,2026-05-14T00:00:00+00:00
医药生物-医疗器械-高端医械与医疗器械平台,688029,南微医学,内镜诊疗耗材平台,66.25,watch_if_differentiated,soft_dissent,not_dominated_if_endoscopy_consumables_hold,南微的护城河来自消化内镜诊疗耗材、医生使用习惯、产品组合和海外渠道。它和联影/迈瑞不是同类，但和内镜主机、耗材同行有竞争。,2025 年收入 31.84 亿元、归母净利润 5.70 亿元，营收增长约 15.5%，经营现金流增长。公司业务韧性在集采、关税、供应链扰动下仍存在。,毛利率下降、利润增速明显低于收入、集采和海外关税风险需要跟踪。若增长主要来自需求 beta 而非产品壁垒，应剔除。,内镜治疗耗材细分龙头候选。可与开立的内镜主机形成上下游/不同环节比较。,2025 年报报道披露营收、利润、现金流和毛利率变化；业绩快报说明收入利润历史新高。,annual_report_summary_plus_company_announcement,你是否认可南微这种内镜耗材细分龙头值得观察，还是认为不如平台龙头应剔除？,https://finance.sina.com.cn/stock/zqgd/2026-04-28/doc-inhvyzkk8634659.shtml;https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=11973750&stockid=688029,2026-05-14T00:00:00+00:00
医药生物-医疗器械-高端医械与医疗器械平台,300633,开立医疗,国产内镜和超声设备厂商,72.72,watch_if_differentiated,soft_dissent,partly_dominated_but_endoscopy_may_differentiate,开立的超声业务会被迈瑞部分覆盖，但内镜业务可能形成差异化。国产内镜主机如果持续放量、医生认可和高端产品迭代成立，可能成为独立关注样本。,2025 年收入 23.09 亿元、归母净利润 1.97 亿元，净利润增长约 38.5%。报道称内镜收入突破 10 亿元、同比增长约 27% 或 30%，国产内镜龙头地位强化。,规模仍小，超声被迈瑞覆盖，内镜面对奥林巴斯、富士、宾得等国际巨头。若内镜不能证明长期份额提升，应剔除。,国产内镜设备候选。与南微耗材不同，与迈瑞超声存在重叠。,2025 年报报道和研报披露收入利润、内镜增长、超声集采压力和内镜第二增长曲线。,annual_report_summary_plus_research_report,开立是否因内镜业务具备差异化而保留，还是因被迈瑞/外资覆盖而剔除？,https://www.nbd.com.cn/articles/2026-04-17/4343756.html;https://www.eeo.com.cn/2026/0419/844412.shtml;https://finance.sina.com.cn/wm/2026-04-23/doc-inhvnnwy4992583.shtml,2026-05-14T00:00:00+00:00
医药生物-医疗器械-高端医械与医疗器械平台,300832,新产业,化学发光 IVD 厂商,75.60,watch_if_differentiated,soft_dissent,partly_dominated_by_mindray_ivd,新产业在化学发光和海外业务有优势，但迈瑞也覆盖 IVD 且平台更强。是否保留取决于其化学发光专业化和海外渠道能否构成不可替代差异化。,2025 年营收约 45.77 亿元、归母净利润约 16.2 亿元，利润率较高。报道称公司为化学发光行业龙头，海外营收占比较高。,2025 年收入增长接近停滞、净利润下滑。IVD 受集采、医保控费、国产竞争和大平台进入影响。如果差异化不强，应被迈瑞平台覆盖。,化学发光 IVD 龙头候选，但与迈瑞 IVD 有直接重叠。是测试“专科 IVD 能否并列保留”的边界样本。,2025 年报和盈利预测报道披露营收利润、化学发光龙头、海外业务信息。,annual_report_summary_plus_research_report,你是否认为新产业具备不同于迈瑞 IVD 的不可替代优势？如果没有，应按全面覆盖原则剔除。,https://basic.10jqka.com.cn/300832/worth.html;https://vip.stock.finance.sina.com.cn/corp/go.php/vFD_ProfitStatement/stockid/300832/ctrl/part/displaytype/4.phtml,2026-05-14T00:00:00+00:00
医药生物-医疗器械-高端医械与医疗器械平台,002223,鱼跃医疗,家用医疗和呼吸制氧设备,73.46,reject_from_this_group,none,belongs_to_home_healthcare_group,鱼跃有家用呼吸、制氧、血糖、康复等品牌和渠道优势，但这更像家用医疗/消费医疗器械组，不是高端医院设备或临床高值耗材平台。,2025 年营收 79.55 亿元、归母净利润 14.82 亿元，分红比例较高。呼吸治疗和制氧机业务有国内龙头属性和海外突破。,家用医疗器械竞争更接近品牌渠道和性价比，不等同于医院高端设备准入或临床高值耗材壁垒。净利润下滑、销售费用上升需要跟踪。,家用医疗强者，但应另组校准。当前组剔除不代表公司没有研究价值。,年报报道披露收入、利润、分红、呼吸和制氧业务；半年报披露呼吸解决方案和海外突破。,annual_report_summary_plus_half_year_report,我建议从本组剔除鱼跃，未来放入家用医疗/消费医疗器械组。你是否同意？,https://www.nbd.com.cn/articles/2026-04-26/4361701.html;https://stock.stockstar.com/RB2026042500022033.shtml;https://static.cninfo.com.cn/finalpage/2025-08-23/1224555630.PDF,2026-05-14T00:00:00+00:00
医药生物-医疗器械-高端医械与医疗器械平台,300003,乐普医疗,老牌心血管器械和药品平台,72.89,reject_for_now,none,dominated_or_strategy_unclear,乐普有心血管支架历史优势和多业务布局，但支架集采后护城河被削弱，且业务横跨器械、药品、服务，战略纯度弱于惠泰/心脉等更聚焦的专科器械公司。,2025 年收入 64.83 亿元、归母净利润 9.62 亿元，利润大幅反弹，经营现金流改善。公司称从基础集采向创新驱动转型。,高增长来自低基数和转型修复的成分需要拆解。老牌支架优势已受集采冲击，创新器械是否重新形成壁垒仍未充分证明。,心血管老平台，但在当前组不如惠泰/心脉的专科增长和技术路线清晰。,年报报道披露收入利润、现金流和战略转型。公开资料显示公司覆盖器械、药品、医疗服务和健康管理。,annual_report_summary,我建议暂不关注乐普，除非后续证明其创新器械重新形成不可替代壁垒。你是否同意？,https://finance.sina.com.cn/roll/2026-04-23/doc-inhvnxnu4954974.shtml;https://finance.sina.com.cn/stock/zqgd/2026-04-23/doc-inhvmvzn5603524.shtml;https://www.yingman.com/stock/300003/,2026-05-14T00:00:00+00:00
医药生物-医疗器械-高端医械与医疗器械平台,600587,新华医疗,医院装备和消毒灭菌老牌企业,70.38,reject_for_now,none,dominated_or_insufficient_irreplaceable_edge,新华医疗有医院装备、消毒灭菌和部分放疗设备基础，但公开证据暂未显示其具备迈瑞/联影级平台优势或惠泰/心脉级不可替代专科优势。,山东企业报道提到新华医疗高能医用电子直线加速器等国产替代成果，说明公司有技术积累。,业务较杂、增长和盈利质量需要验证。若只有国产替代叙事但缺乏市场份额和不可替代证据，应剔除。,老牌医院装备企业，不是当前组优先关注对象。,行业报道提到核心部件自主研发和放疗设备国产替代案例，但缺少足够强的上市公司层面深度证据支撑 watch。,industry_report_needs_primary_pdf,我建议暂不关注新华医疗，除非后续补到清晰市场份额和高端设备突破证据。你是否同意？,https://finance.sina.com.cn/roll/2025-06-23/doc-infazmit0233861.shtml,2026-05-14T00:00:00+00:00
