peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
电气设备-电源设备-储能设备,002335,科华数据,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,"Direct watch: clear digital-energy, power-electronics, storage-system, or special-power platform after company-by-company review.","Digital-energy and power-electronics platform spanning data centers, high-end power supplies, clean energy, and global service networks with long UPS/data-center heritage.","Retained. 科华数据: Digital-energy and power-electronics platform spanning data centers, high-end power supplies, clean energy, and global service networks with long UPS/data-center heritage. triage 79.77; moat 80.69; technology 92.67; market 89.58; quality 66.46; governance 68.77.","Retain storage-equipment companies when they own clear digital-energy, UPS/data-center power, power-electronics, storage-system, or special/aerospace power platforms with hard engineering and customer barriers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002335;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002335.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002335.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电气设备-电源设备-储能设备,300376,易事特,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,"Direct watch: clear digital-energy, power-electronics, storage-system, or special-power platform after company-by-company review.","Digital-energy company with UPS, AI/data-center power, photovoltaic inverter, storage system, charging pile, sodium/lithium cells, and global project track record.","Retained. 易事特: Digital-energy company with UPS, AI/data-center power, photovoltaic inverter, storage system, charging pile, sodium/lithium cells, and global project track record. triage 78.10; moat 81.64; technology 92.92; market 77.99; quality 65.44; governance 69.69.","Retain storage-equipment companies when they own clear digital-energy, UPS/data-center power, power-electronics, storage-system, or special/aerospace power platforms with hard engineering and customer barriers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300376;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300376.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300376.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电气设备-电源设备-储能设备,002364,中恒电气,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,"Direct watch: clear digital-energy, power-electronics, storage-system, or special-power platform after company-by-company review.","Digital-energy and HVDC data-center power platform with ICT direct-current power standards, prefabricated power modules, charging, storage, microgrid, and energy-cloud capabilities.","Retained. 中恒电气: Digital-energy and HVDC data-center power platform with ICT direct-current power standards, prefabricated power modules, charging, storage, microgrid, and energy-cloud capabilities. triage 76.99; moat 77.10; technology 93.21; market 75.83; quality 67.69; governance 70.62.","Retain storage-equipment companies when they own clear digital-energy, UPS/data-center power, power-electronics, storage-system, or special/aerospace power platforms with hard engineering and customer barriers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002364;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002364.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002364.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电气设备-电源设备-储能设备,300693,盛弘股份,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,"Direct watch: clear digital-energy, power-electronics, storage-system, or special-power platform after company-by-company review.","Energy-internet power-equipment platform covering power quality, EV charging, storage microgrid, battery formation/testing, and industrial power supplies.","Retained. 盛弘股份: Energy-internet power-equipment platform covering power quality, EV charging, storage microgrid, battery formation/testing, and industrial power supplies. triage 76.24; moat 71.13; technology 90.46; market 72.01; quality 68.15; governance 69.85.","Retain storage-equipment companies when they own clear digital-energy, UPS/data-center power, power-electronics, storage-system, or special/aerospace power platforms with hard engineering and customer barriers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300693;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300693.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300693.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电气设备-电源设备-储能设备,002518,科士达,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,"Direct watch: clear digital-energy, power-electronics, storage-system, or special-power platform after company-by-company review.","UPS, data-center power, photovoltaic, storage, EV charging, cooling, and micro-module platform with long power-electronics manufacturing history.","Retained. 科士达: UPS, data-center power, photovoltaic, storage, EV charging, cooling, and micro-module platform with long power-electronics manufacturing history. triage 76.06; moat 72.67; technology 85.15; market 76.63; quality 69.44; governance 70.77.","Retain storage-equipment companies when they own clear digital-energy, UPS/data-center power, power-electronics, storage-system, or special/aerospace power platforms with hard engineering and customer barriers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002518;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002518.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002518.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电气设备-电源设备-储能设备,601311,骆驼股份,advance_to_deep_review,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"Automotive lead-acid and recycling scale are visible, but the long-term thesis is more replacement/commodity battery than high-barrier storage technology.","Rejected for now. 骆驼股份: Automotive lead-acid and recycling scale are visible, but the long-term thesis is more replacement/commodity battery than high-barrier storage technology. triage 75.18; moat 74.72; technology 82.51; market 82.68; quality 56.77; governance 71.08.","Reject ordinary battery manufacturing, lead-acid replacement markets, weak storage integrators, late pivots, small primary-battery makers, and weaker power-electronics followers when stronger retained peers cover the durable thesis.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH601311;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601311.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601311.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电气设备-电源设备-储能设备,001283,豪鹏科技,advance_to_deep_review,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"Consumer lithium and nickel-hydrogen batteries serve global brands, but the company is weaker than retained cell/platform or BMS/PACK leaders.","Rejected for now. 豪鹏科技: Consumer lithium and nickel-hydrogen batteries serve global brands, but the company is weaker than retained cell/platform or BMS/PACK leaders. triage 75.12; moat 76.18; technology 84.90; market 74.99; quality 60.21; governance 68.31.","Reject ordinary battery manufacturing, lead-acid replacement markets, weak storage integrators, late pivots, small primary-battery makers, and weaker power-electronics followers when stronger retained peers cover the durable thesis.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ001283;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001283.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001283.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电气设备-电源设备-储能设备,000049,德赛电池,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated storage-equipment rules.,"BMS and battery PACK integration leader for consumer electronics, power tools, storage, and NEV applications with global terminal-customer validation and CNAS battery testing capability.","Retained after boundary review. 德赛电池: BMS and battery PACK integration leader for consumer electronics, power tools, storage, and NEV applications with global terminal-customer validation and CNAS battery testing capability. triage 75.07; moat 74.97; technology 89.36; market 81.55; quality 50.05; governance 68.00.","Boundary retention requires a distinct BMS/PACK, Chint-backed inverter/storage, advanced battery-material, lithium-equipment, nuclear/safety power, or consumer-battery brand niche not already covered by stronger leaders.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000049;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000049.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000049.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电气设备-电源设备-储能设备,002733,雄韬股份,advance_to_deep_review,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"Lead-acid, lithium, hydrogen, and sodium battery breadth exists, but the platform lacks clear leadership versus retained storage and power-electronics companies.","Rejected for now. 雄韬股份: Lead-acid, lithium, hydrogen, and sodium battery breadth exists, but the platform lacks clear leadership versus retained storage and power-electronics companies. triage 72.20; moat 74.38; technology 83.05; market 67.81; quality 54.87; governance 70.00.","Reject ordinary battery manufacturing, lead-acid replacement markets, weak storage integrators, late pivots, small primary-battery makers, and weaker power-electronics followers when stronger retained peers cover the durable thesis.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002733;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002733.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002733.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电气设备-电源设备-储能设备,920252,天宏锂电,advance_to_deep_review,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"Small BSE lithium battery producer with overseas expansion, but scale and moat are below retained storage-cell and system leaders.","Rejected for now. 天宏锂电: Small BSE lithium battery producer with overseas expansion, but scale and moat are below retained storage-cell and system leaders. triage 71.97; moat 76.51; technology 88.82; market 63.01; quality 54.36; governance 69.38.","Reject ordinary battery manufacturing, lead-acid replacement markets, weak storage integrators, late pivots, small primary-battery makers, and weaker power-electronics followers when stronger retained peers cover the durable thesis.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=BJ920252;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22920252.BJ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22920252.BJ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
