peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
交通运输-航空机场-航空,600029,南方航空,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,"boundary case retained for fleet scale, Guangzhou hub, and national carrier network scarcity",南方航空有大机队、广州枢纽和全国/国际网络，航权和时刻资源稀缺；但传统航空长期受油价、汇率、周期和资本开支压制，只做边界关注。,Watch. 南方航空: 南方航空有大机队、广州枢纽和全国/国际网络，航权和时刻资源稀缺；但传统航空长期受油价、汇率、周期和资本开支压制，只做边界关注。 triage 68.52; moat 89.00; technology 46.78; market 84.00; quality 69.20; governance 68.40.,"Boundary retain major airlines when hub slots and national networks are scarce, while discounting poor cycle economics.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600029;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600029.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600029.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600029;www.csair.com,2026-05-15T11:03:50+00:00
交通运输-航空机场-航空,601111,中国国航,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for flag-carrier status and Beijing hub scarcity,中国国航的国旗航司地位、北京枢纽和高价值商务航线具有稀缺性，但传统航空复利质量弱，不与高壁垒高利润行业同档处理。,Watch. 中国国航: 中国国航的国旗航司地位、北京枢纽和高价值商务航线具有稀缺性，但传统航空复利质量弱，不与高壁垒高利润行业同档处理。 triage 66.46; moat 88.00; technology 48.67; market 75.20; quality 60.00; governance 67.20.,"Boundary retain flag carriers when hub and route scarcity are visible, not because current airline profitability is attractive.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH601111;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601111.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601111.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601111;www.airchina.com.cn,2026-05-15T11:03:50+00:00
交通运输-航空机场-航空,601156,东航物流,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as an integrated air-logistics platform tied to scarce Shanghai aviation resources,东航物流有航空货运、地面综合服务、供应链和冷链等综合物流能力，并依托上海航空枢纽资源，商业质量优于普通客运航司。,Watch. 东航物流: 东航物流有航空货运、地面综合服务、供应链和冷链等综合物流能力，并依托上海航空枢纽资源，商业质量优于普通客运航司。 triage 66.39; moat 79.00; technology 42.56; market 78.80; quality 77.60; governance 70.80.,"Retain air-logistics platforms when hub access, cargo network, and integrated logistics capability are hard to replicate.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH601156;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601156.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601156.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601156;www.eal-ceair.com,2026-05-15T11:03:50+00:00
交通运输-航空机场-航空,601021,春秋航空,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as China’s clearest listed low-cost airline platform,春秋航空的核心不是航线规模，而是低成本商业模式、单一机型、运营效率、成本文化和私营机制。航空业周期强，但春秋比传统航司更像有可验证差异化的航空平台。,Watch. 春秋航空: 春秋航空的核心不是航线规模，而是低成本商业模式、单一机型、运营效率、成本文化和私营机制。航空业周期强，但春秋比传统航司更像有可验证差异化的航空平台。 triage 65.36; moat 79.00; technology 45.00; market 68.00; quality 78.40; governance 70.20.,"Retain low-cost airlines when cost structure, operating discipline, and route execution create a model advantage.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH601021;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601021.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22601021.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601021;www.ch.com,2026-05-15T11:03:50+00:00
交通运输-航空机场-航空,001391,国货航,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for Air China Cargo network and scarce dedicated air-freight assets,国货航依托国航和国泰历史资源，拥有专门航空货运网络和北京/上海等枢纽能力；但上市时间短且航空货运周期强，边界保留。,Watch. 国货航: 国货航依托国航和国泰历史资源，拥有专门航空货运网络和北京/上海等枢纽能力；但上市时间短且航空货运周期强，边界保留。 triage 65.02; moat 81.00; technology 37.22; market 74.80; quality 82.40; governance 72.00.,Boundary retain dedicated air-cargo carriers when network and aircraft assets are scarce but cycle evidence needs more history.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ001391;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001391.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001391.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=001391;www.airchinacargo.com,2026-05-15T11:03:50+00:00
交通运输-航空机场-航空,600115,中国东航,boundary_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for Shanghai hub and one-of-three national carrier status,中国东航拥有上海枢纽和三大航地位，航线网络和时刻资源稀缺；但经营质量弱于春秋，且与国航、南航存在重复，只边界观察。,Watch. 中国东航: 中国东航拥有上海枢纽和三大航地位，航线网络和时刻资源稀缺；但经营质量弱于春秋，且与国航、南航存在重复，只边界观察。 triage 64.47; moat 87.00; technology 39.44; market 73.60; quality 65.60; governance 67.80.,Boundary retain major hub airlines when route scarcity exists but economics are structurally weak.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600115;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600115.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600115.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600115;www.ceair.com,2026-05-15T11:03:50+00:00
交通运输-航空机场-航空,600221,海航控股,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because bankruptcy history and weaker network economics make it less attractive than retained major airlines,海航控股虽有海南自贸港和航线网络，但历史破产重整、治理和债务约束使其风险明显高于三大航和春秋，不进入第一轮观察。,Reject for now. 海航控股: 海航控股虽有海南自贸港和航线网络，但历史破产重整、治理和债务约束使其风险明显高于三大航和春秋，不进入第一轮观察。 triage 64.20; moat 83.00; technology 36.11; market 78.00; quality 69.60; governance 66.60.,Reject airlines when governance and balance-sheet history weaken an otherwise scarce route network.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600221;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600221.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600221.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600221;www.hnair.com,2026-05-15T11:03:50+00:00
交通运输-航空机场-航空,603885,吉祥航空,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected as a weaker private full-service airline without Spring’s cost moat or major-carrier scarcity,吉祥航空有上海和南京网络、双机队和服务品牌，但缺少春秋式低成本结构，也没有三大航级别的航权和枢纽稀缺性。,Reject for now. 吉祥航空: 吉祥航空有上海和南京网络、双机队和服务品牌，但缺少春秋式低成本结构，也没有三大航级别的航权和枢纽稀缺性。 triage 63.41; moat 77.00; technology 43.89; market 68.40; quality 70.20; governance 69.60.,Reject mid-sized full-service airlines when neither cost moat nor scarce national-carrier network is strong enough.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH603885;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22603885.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22603885.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603885;www.juneyaoair.com,2026-05-15T11:03:50+00:00
交通运输-航空机场-航空,002928,华夏航空,boundary_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for China’s differentiated regional-airline model,华夏航空长期专注支线航空，是国内少有的独立支线商业模式公司，差异化清晰；但补贴、客流和区域航线经济性使其只能边界关注。,Watch. 华夏航空: 华夏航空长期专注支线航空，是国内少有的独立支线商业模式公司，差异化清晰；但补贴、客流和区域航线经济性使其只能边界关注。 triage 61.70; moat 80.00; technology 37.00; market 57.60; quality 70.00; governance 69.00.,Boundary retain differentiated regional-airline models when network niche is real but subsidy and demand risks remain.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002928;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002928.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002928.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=002928;www.chinaexpressair.com,2026-05-15T11:03:50+00:00
交通运输-航空机场-航空,000099,中信海直,boundary_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for offshore helicopter and general-aviation scarcity,中信海直是国内少见的上市通用航空和海上直升机服务平台，海油服务、飞行资质和低空经济 optionality 有稀缺性；但市场规模较窄。,Watch. 中信海直: 中信海直是国内少见的上市通用航空和海上直升机服务平台，海油服务、飞行资质和低空经济 optionality 有稀缺性；但市场规模较窄。 triage 61.16; moat 76.00; technology 38.33; market 53.60; quality 82.40; governance 71.40.,"Boundary retain general-aviation specialists when licenses, safety record, and offshore customer relationships are scarce.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000099;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000099.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000099.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=000099;www.cohc.citic,2026-05-15T11:03:50+00:00
