peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
电子设备-半导体-集成电路,300661,圣邦股份,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch: clear semiconductor platform or strategic-chip anchor.,Analog IC leader with broad product portfolio and customer design-in stickiness.,Retained. 圣邦股份: Analog IC leader with broad product portfolio and customer design-in stickiness. triage 74.43; moat 67.45; technology 89.14; market 76.29; quality 63.88; governance 68.69.,"Retain IC companies when process learning, IP, software ecosystem, customer design-in, or strategic platform status cannot be replicated with capital alone.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300661;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300661.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300661.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电子设备-半导体-集成电路,688484,南芯科技,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated semiconductor rules.,Power-management and charge-management IC specialist; retained as a high-quality analog/power niche.,Retained after boundary review. 南芯科技: Power-management and charge-management IC specialist; retained as a high-quality analog/power niche. triage 72.78; moat 69.94; technology 82.69; market 73.39; quality 62.08; governance 69.37.,"Boundary IC retention requires a distinct foundry, packaging, analog, RF, image, memory, interface, GPU, FPGA, or communications-chip niche not already covered by stronger peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688484;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688484.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688484.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电子设备-半导体-集成电路,688981,中芯国际,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch: clear semiconductor platform or strategic-chip anchor.,"Domestic foundry anchor. Process integration, customer qualification, fabs, yield learning, and equipment/material supply chains cannot be replicated quickly with capital alone.","Retained. 中芯国际: Domestic foundry anchor. Process integration, customer qualification, fabs, yield learning, and equipment/material supply chains cannot be replicated quickly with capital alone. triage 72.39; moat 70.00; technology 79.22; market 86.00; quality 55.10; governance 67.78.","Retain IC companies when process learning, IP, software ecosystem, customer design-in, or strategic platform status cannot be replicated with capital alone.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688981;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688981.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688981.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电子设备-半导体-集成电路,688123,聚辰股份,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated semiconductor rules.,EEPROM/memory-interface chip specialist; retained as a boundary memory-interface niche.,Retained after boundary review. 聚辰股份: EEPROM/memory-interface chip specialist; retained as a boundary memory-interface niche. triage 71.42; moat 64.39; technology 82.08; market 66.98; quality 68.88; governance 71.76.,"Boundary IC retention requires a distinct foundry, packaging, analog, RF, image, memory, interface, GPU, FPGA, or communications-chip niche not already covered by stronger peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688123;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688123.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688123.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电子设备-半导体-集成电路,688820,盛合晶微,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated semiconductor rules.,Advanced packaging/chiplet-related OSAT platform; retained as a boundary packaging case distinct from 长电.,Retained after boundary review. 盛合晶微: Advanced packaging/chiplet-related OSAT platform; retained as a boundary packaging case distinct from 长电. triage 71.38; moat 68.37; technology 76.55; market 79.59; quality 62.29; governance 67.65.,"Boundary IC retention requires a distinct foundry, packaging, analog, RF, image, memory, interface, GPU, FPGA, or communications-chip niche not already covered by stronger peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688820;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688820.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688820.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电子设备-半导体-集成电路,600584,长电科技,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch: clear semiconductor platform or strategic-chip anchor.,"OSAT and advanced packaging leader with global scale, customer qualification, and packaging process know-how.","Retained. 长电科技: OSAT and advanced packaging leader with global scale, customer qualification, and packaging process know-how. triage 71.11; moat 69.90; technology 77.31; market 84.98; quality 49.61; governance 67.16.","Retain IC companies when process learning, IP, software ecosystem, customer design-in, or strategic platform status cannot be replicated with capital alone.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600584;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600584.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600584.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电子设备-半导体-集成电路,688591,泰凌微,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated semiconductor rules.,Wireless IoT SoC specialist; retained as a boundary low-power connectivity chip case.,Retained after boundary review. 泰凌微: Wireless IoT SoC specialist; retained as a boundary low-power connectivity chip case. triage 71.01; moat 66.67; technology 85.24; market 62.16; quality 64.51; governance 71.69.,"Boundary IC retention requires a distinct foundry, packaging, analog, RF, image, memory, interface, GPU, FPGA, or communications-chip niche not already covered by stronger peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688591;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688591.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688591.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电子设备-半导体-集成电路,001309,德明利,advance_to_deep_review,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"packaging/testing capability is visible, but retained OSAT leaders already cover the stronger scale and advanced-packaging theses.","Rejected for now. 德明利: packaging/testing capability is visible, but retained OSAT leaders already cover the stronger scale and advanced-packaging theses. triage 70.71; moat 68.88; technology 77.10; market 80.53; quality 56.51; governance 66.12.","Reject weaker, duplicative, consumer-cycle-heavy, or insufficiently validated IC companies while keeping source evidence for later challenge.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ001309;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001309.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001309.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电子设备-半导体-集成电路,688279,峰岹科技,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated semiconductor rules.,Motor-control IC company; retained narrowly for control algorithms and chip design niche.,Retained after boundary review. 峰岹科技: Motor-control IC company; retained narrowly for control algorithms and chip design niche. triage 70.47; moat 62.86; technology 81.51; market 61.35; quality 69.08; governance 72.00.,"Boundary IC retention requires a distinct foundry, packaging, analog, RF, image, memory, interface, GPU, FPGA, or communications-chip niche not already covered by stronger peers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688279;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688279.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688279.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
电子设备-半导体-集成电路,688347,华虹公司,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch: clear semiconductor platform or strategic-chip anchor.,Specialty foundry platform with differentiated process nodes and domestic capacity value; retained beside 中芯国际 because specialty processes are a separate moat.,Retained. 华虹公司: Specialty foundry platform with differentiated process nodes and domestic capacity value; retained beside 中芯国际 because specialty processes are a separate moat. triage 70.44; moat 69.59; technology 76.45; market 81.92; quality 51.55; governance 67.47.,"Retain IC companies when process learning, IP, software ecosystem, customer design-in, or strategic platform status cannot be replicated with capital alone.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688347;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688347.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688347.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
