peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
电气设备-其他电气设备-其他电气设备,300341,麦克奥迪,direct_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a high-voltage/UHV epoxy-insulation and precision-instrument niche leader,麦克奥迪的电气绝缘件用于中高压、超高压输配电设备，客户认证、工艺稳定性和长期供货经验构成壁垒；公司还具备显微成像等精密仪器能力，不应被当成普通电气零部件。,Watch. 麦克奥迪: 麦克奥迪的电气绝缘件用于中高压、超高压输配电设备，客户认证、工艺稳定性和长期供货经验构成壁垒；公司还具备显微成像等精密仪器能力，不应被当成普通电气零部件。 triage 79.81; moat 84.74; technology 90.17; market 83.01; quality 69.83; governance 70.60.,Retain high-voltage insulation and precision-instrument platforms when customer qualification and process know-how are visible.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300341;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300341.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300341.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=300341;www.motic-electric.com,2026-05-15T10:56:55+00:00
电气设备-其他电气设备-其他电气设备,003028,振邦智能,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,"boundary case retained for intelligent controllers across tools, appliances, medical, automotive, and new energy",振邦智能的智能控制器业务有跨终端客户认证、软硬件集成和制造交付能力；但智能控制器行业竞争较强，较难证明其已具备平台级护城河。,Watch. 振邦智能: 振邦智能的智能控制器业务有跨终端客户认证、软硬件集成和制造交付能力；但智能控制器行业竞争较强，较难证明其已具备平台级护城河。 triage 76.97; moat 81.32; technology 91.96; market 78.50; quality 58.38; governance 68.81.,Boundary retain smart-controller companies only when cross-category customer qualification and software-control capability are visible.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ003028;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22003028.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22003028.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=003028;www.genbytech.com,2026-05-15T10:56:55+00:00
电气设备-其他电气设备-其他电气设备,301609,山大电力,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for power-system intelligent products and grid safety specialization,山大电力依托电力系统智能产品和高校技术背景，在电网安全、监测和控制类产品中有一定专业壁垒，但规模和市场覆盖仍需后续深度验证。,Watch. 山大电力: 山大电力依托电力系统智能产品和高校技术背景，在电网安全、监测和控制类产品中有一定专业壁垒，但规模和市场覆盖仍需后续深度验证。 triage 76.82; moat 74.91; technology 93.23; market 71.27; quality 70.68; governance 70.34.,Boundary retain grid-safety specialists when qualification and domain know-how are visible but market scale is narrower.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ301609;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301609.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301609.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=301609;www.sduept.com,2026-05-15T10:56:55+00:00
电气设备-其他电气设备-其他电气设备,920037,广信科技,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for transformer insulation materials with customer qualification barriers,广信科技的绝缘纤维材料和成型制品面向电力设备，材料配方、稳定性、客户认证和交付经验构成局部壁垒；上市时间较短，先作为边界关注。,Watch. 广信科技: 广信科技的绝缘纤维材料和成型制品面向电力设备，材料配方、稳定性、客户认证和交付经验构成局部壁垒；上市时间较短，先作为边界关注。 triage 76.80; moat 75.34; technology 88.34; market 74.24; quality 73.70; governance 71.23.,Boundary retain newly listed electrical-material specialists when qualification barriers are plausible but listed disclosure history is short.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=BJ920037;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22920037.BJ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22920037.BJ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=920037;www.hngxtech.com,2026-05-15T10:56:55+00:00
电气设备-其他电气设备-其他电气设备,688681,科汇股份,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for power automation and cable-fault detection technology,科汇股份在电力自动化、电缆故障检测和智慧能源管理中有专门技术与研发团队，属于专业电力检测控制能力，而非普通电气设备。,Watch. 科汇股份: 科汇股份在电力自动化、电缆故障检测和智慧能源管理中有专门技术与研发团队，属于专业电力检测控制能力，而非普通电气设备。 triage 75.82; moat 77.06; technology 92.72; market 65.56; quality 69.32; governance 69.96.,Boundary retain power automation and diagnostic niches when domain expertise is hard to reproduce quickly.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688681;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688681.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688681.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688681;www.kehui.cn,2026-05-15T10:56:55+00:00
电气设备-其他电气设备-其他电气设备,301658,首航新能,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because inverter and storage products are weaker duplicates of already retained solar power-electronics leaders,首航新能有光伏逆变器和储能方案，但与阳光电源、锦浪科技、禾迈、固德威等已保留平台相比，差异化和不可替代性不足。,Reject for now. 首航新能: 首航新能有光伏逆变器和储能方案，但与阳光电源、锦浪科技、禾迈、固德威等已保留平台相比，差异化和不可替代性不足。 triage 63.80; moat 59.81; technology 73.66; market 71.48; quality 55.04; governance 67.66.,Reject renewable inverter followers when stronger retained peers already cover the thesis.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ301658;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301658.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301658.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=301658;www.sofarsolar.com,2026-05-15T10:56:55+00:00
电气设备-其他电气设备-其他电气设备,688408,中信博,boundary_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as a global photovoltaic tracker and mounting-system platform,中信博是光伏跟踪支架和支架系统的重要全球供应商，壁垒来自系统设计、跟踪控制、全球交付和项目验证，强于普通光伏结构件制造。,Watch. 中信博: 中信博是光伏跟踪支架和支架系统的重要全球供应商，壁垒来自系统设计、跟踪控制、全球交付和项目验证，强于普通光伏结构件制造。 triage 63.03; moat 61.51; technology 67.28; market 69.36; quality 45.72; governance 66.64.,"Retain renewable-equipment platforms when system design, bankability, and global delivery are stronger than simple fabrication capacity.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688408;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688408.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688408.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688408;www.arctechsolar.cn,2026-05-15T10:56:55+00:00
电气设备-其他电气设备-其他电气设备,301590,优优绿能,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because charging modules are competitive and easier for larger power-electronics platforms to copy,优优绿能聚焦直流快充和储充核心部件，技术含量不低，但环节竞争激烈，容易受到盛弘、英飞源、华为等更强平台挤压。,Reject for now. 优优绿能: 优优绿能聚焦直流快充和储充核心部件，技术含量不低，但环节竞争激烈，容易受到盛弘、英飞源、华为等更强平台挤压。 triage 62.57; moat 57.89; technology 74.09; market 64.34; quality 53.81; governance 70.47.,Reject charging-module specialists when larger power-electronics platforms can replicate the product and pressure margins.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ301590;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301590.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301590.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=301590;www.uugreenpower.com,2026-05-15T10:56:55+00:00
电气设备-其他电气设备-其他电气设备,002245,蔚蓝锂芯,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because cylindrical lithium batteries and LED/logistics mix are weaker than retained battery leaders,蔚蓝锂芯有圆柱锂电、LED和金属物流业务，但电池能力弱于宁德、比亚迪、亿纬等更强平台，业务混合也削弱护城河清晰度。,Reject for now. 蔚蓝锂芯: 蔚蓝锂芯有圆柱锂电、LED和金属物流业务，但电池能力弱于宁德、比亚迪、亿纬等更强平台，业务混合也削弱护城河清晰度。 triage 61.49; moat 50.72; technology 61.38; market 72.42; quality 57.43; governance 67.43.,Reject battery followers when they are broadly beaten by retained battery platforms and lack distinct resource or chemistry advantage.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002245;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002245.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002245.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=002245;www.azurecorp.com,2026-05-15T10:56:55+00:00
电气设备-其他电气设备-其他电气设备,301168,通灵股份,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because photovoltaic junction boxes and connectors are component businesses with limited independent moat,通灵股份的光伏接线盒和连接器有认证要求，但产品环节偏组件配套，难以证明能在光伏大周期中保持独立定价权。,Reject for now. 通灵股份: 通灵股份的光伏接线盒和连接器有认证要求，但产品环节偏组件配套，难以证明能在光伏大周期中保持独立定价权。 triage 60.12; moat 58.11; technology 71.74; market 60.85; quality 46.74; governance 68.55.,Reject PV component suppliers when customer qualification does not translate into category control or pricing power.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ301168;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301168.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301168.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=301168;www.jstl.com.cn,2026-05-15T10:56:55+00:00
