peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
医药生物-医疗器械-医疗器械,002223,鱼跃医疗,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,"Direct watch: clear medical-device, device-platform, or healthcare-material anchor.","Domestic home medical-device and respiratory/monitoring platform with brand, channel, product breadth, and manufacturing scale; retained as a clear consumer-medical-device anchor.","Retained. 鱼跃医疗: Domestic home medical-device and respiratory/monitoring platform with brand, channel, product breadth, and manufacturing scale; retained as a clear consumer-medical-device anchor. triage 73.46; moat 72.55; technology 76.93; market 85.08; quality 64.84; governance 70.04.","Retain device companies when clinical workflow, registration, consumable recurrence, brand/channel, and product engineering create durable barriers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002223;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002223.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002223.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
医药生物-医疗器械-医疗器械,300529,健帆生物,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,"Direct watch: clear medical-device, device-platform, or healthcare-material anchor.","Hemoperfusion and blood-purification cartridge leader with clinical workflow, consumable recurrence, and specialist-channel barriers.","Retained. 健帆生物: Hemoperfusion and blood-purification cartridge leader with clinical workflow, consumable recurrence, and specialist-channel barriers. triage 73.32; moat 70.41; technology 81.18; market 77.91; quality 68.14; governance 67.59.","Retain device companies when clinical workflow, registration, consumable recurrence, brand/channel, and product engineering create durable barriers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300529;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300529.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300529.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
医药生物-医疗器械-医疗器械,300003,乐普医疗,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,"Direct watch: clear medical-device, device-platform, or healthcare-material anchor.","Cardiovascular device platform with stents, pacing, structural heart, and electrophysiology exposure; retained despite policy pressure because accumulated clinical/product capability is not generic.","Retained. 乐普医疗: Cardiovascular device platform with stents, pacing, structural heart, and electrophysiology exposure; retained despite policy pressure because accumulated clinical/product capability is not generic. triage 72.89; moat 69.38; technology 80.52; market 84.26; quality 67.62; governance 67.81.","Retain device companies when clinical workflow, registration, consumable recurrence, brand/channel, and product engineering create durable barriers.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300003;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300003.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300003.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
医药生物-医疗器械-医疗器械,600529,山东药玻,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated medical-device rules.,Pharmaceutical glass packaging leader; retained as a boundary healthcare-supply-chain case because borosilicate glass process and pharma qualification create switching barriers.,Retained after boundary review. 山东药玻: Pharmaceutical glass packaging leader; retained as a boundary healthcare-supply-chain case because borosilicate glass process and pharma qualification create switching barriers. triage 71.80; moat 71.84; technology 76.16; market 82.54; quality 57.45; governance 69.77.,"Boundary device retention requires a distinct clinical, biomaterial, device-component, or consumable niche not already covered by stronger retained platforms.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600529;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600529.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600529.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
医药生物-医疗器械-医疗器械,688575,亚辉龙,advance_to_deep_review,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"medical consumable scale is useful, but the product is more price/capacity driven and easier to replicate than retained high-barrier device or biomaterial platforms.","Rejected for now. 亚辉龙: medical consumable scale is useful, but the product is more price/capacity driven and easier to replicate than retained high-barrier device or biomaterial platforms. triage 71.80; moat 73.05; technology 84.21; market 70.43; quality 60.70; governance 67.27.","Reject weaker, duplicative, price-controlled, low-barrier consumable, or distribution-led medical-device companies.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688575;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688575.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688575.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
医药生物-医疗器械-医疗器械,688139,海尔生物,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated medical-device rules.,"Life-science cold-chain and biosafety equipment platform; retained narrowly for scenario know-how, reliability, and global channel expansion.","Retained after boundary review. 海尔生物: Life-science cold-chain and biosafety equipment platform; retained narrowly for scenario know-how, reliability, and global channel expansion. triage 71.48; moat 67.86; technology 83.14; market 77.67; quality 60.73; governance 69.19.","Boundary device retention requires a distinct clinical, biomaterial, device-component, or consumable niche not already covered by stronger retained platforms.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH688139;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688139.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22688139.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
医药生物-医疗器械-医疗器械,301033,迈普医学,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated medical-device rules.,Neurosurgery and regenerative medical-material niche; retained because implantable material approval and surgeon trust create barriers.,Retained after boundary review. 迈普医学: Neurosurgery and regenerative medical-material niche; retained because implantable material approval and surgeon trust create barriers. triage 71.45; moat 68.05; technology 81.45; market 59.72; quality 75.84; governance 71.26.,"Boundary device retention requires a distinct clinical, biomaterial, device-component, or consumable niche not already covered by stronger retained platforms.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ301033;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301033.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301033.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
医药生物-医疗器械-医疗器械,301580,爱迪特,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated medical-device rules.,Digital dental material and restoration platform; retained narrowly as a dental-material/device niche.,Retained after boundary review. 爱迪特: Digital dental material and restoration platform; retained narrowly as a dental-material/device niche. triage 71.42; moat 68.45; technology 79.84; market 70.18; quality 67.27; governance 70.78.,"Boundary device retention requires a distinct clinical, biomaterial, device-component, or consumable niche not already covered by stronger retained platforms.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ301580;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301580.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22301580.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
医药生物-医疗器械-医疗器械,002950,奥美医疗,advance_to_deep_review,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"medical consumable scale is useful, but the product is more price/capacity driven and easier to replicate than retained high-barrier device or biomaterial platforms.","Rejected for now. 奥美医疗: medical consumable scale is useful, but the product is more price/capacity driven and easier to replicate than retained high-barrier device or biomaterial platforms. triage 70.88; moat 71.57; technology 75.71; market 79.56; quality 58.55; governance 67.65.","Reject weaker, duplicative, price-controlled, low-barrier consumable, or distribution-led medical-device companies.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002950;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002950.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002950.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
医药生物-医疗器械-医疗器械,300298,三诺生物,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated medical-device rules.,Blood-glucose monitoring and chronic-disease device platform; retained as a boundary case with brand/channel and consumable recurrence.,Retained after boundary review. 三诺生物: Blood-glucose monitoring and chronic-disease device platform; retained as a boundary case with brand/channel and consumable recurrence. triage 70.84; moat 72.02; technology 78.68; market 78.58; quality 58.88; governance 66.80.,"Boundary device retention requires a distinct clinical, biomaterial, device-component, or consumable niche not already covered by stronger retained platforms.",true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300298;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300298.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22300298.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1,2026-05-15T00:00:00+00:00
